Order_ID,Order_Date,Order_Time,Customer_ID,Product,Category,Region,City,Sales_Channel,Payment_Mode,Quantity,Unit_Price,Discount_Percent,Revenue,Discount_Amount,Net_Sales,Cost,Profit
518013,13-01-2023,12:12:00,82457,Printer,Accessories,West,Jaipur,Retail Store,Net Banking,4,40377,2,161508,3230.16,158277.84,111503.81,46774.03
518014,13-01-2023,12:13:00,42906,Tablet,Office Equipment,East,Delhi,Distributor,Debit Card,14,36893,24,516502,123960.48,392541.52,315205.85,77335.67
518015,13-01-2023,12:14:00,34810,Headphones,Furniture,East,Jaipur,Distributor,Debit Card,2,69918,11,139836,15381.96,124454.04,82537.43,41916.61
518016,13-01-2023,12:15:00,20384,Keyboard,Furniture,West,Kolkata,Online,Cash,14,65048,5,910672,45533.6,865138.4,621536.69,243601.71
518017,13-01-2023,12:16:00,53347,Printer,Electronics,South,Delhi,Distributor,Credit Card,1,119374,0,119374,0,119374,90158.47,29215.53
518018,13-01-2023,12:17:00,90310,Keyboard,Electronics,West,Chennai,Distributor,Debit Card,4,33005,21,132020,27724.2,104295.8,62226.14,42069.66
518019,13-01-2023,12:18:00,97704,Headphones,Furniture,West,Bangalore,Distributor,Debit Card,10,87537,14,875370,122551.8,752818.2,555043.65,197774.55
518020,13-01-2023,12:19:00,71397,Monitor,Office Equipment,South,Chennai,Online,UPI,3,45959,18,137877,24817.86,113059.14,80100.55,32958.59
518021,13-01-2023,12:20:00,55030,Keyboard,Furniture,East,Chennai,Retail Store,UPI,13,856,3,11128,333.84,10794.16,7602.56,3191.6
518022,13-01-2023,12:21:00,83620,Printer,Accessories,South,Mumbai,Retail Store,Net Banking,8,80947,19,647576,123039.44,524536.56,299738.63,224797.93
518023,13-01-2023,12:22:00,62891,Office Chair,Accessories,East,Chennai,Online,Credit Card,4,97328,4,389312,15572.48,373739.52,261117,112622.52
518024,13-01-2023,12:23:00,39744,Headphones,Furniture,South,Bangalore,Distributor,Cash,7,19999,16,139993,22398.88,117594.12,94737.05,22857.07
518025,13-01-2023,12:24:00,40665,Monitor,Accessories,West,Jaipur,Distributor,Net Banking,9,106338,5,957042,47852.1,909189.9,588043.74,321146.16
518026,13-01-2023,12:25:00,27264,Smartphone,Office Equipment,North,Indore,Online,Credit Card,13,111493,29,1449409,420328.61,1029080.39,665253.35,363827.04
518027,13-01-2023,12:26:00,40565,Headphones,Furniture,East,Mumbai,Distributor,Credit Card,13,32983,20,428779,85755.8,343023.2,290476.72,52546.48
518028,13-01-2023,12:27:00,38105,Smartphone,Office Equipment,South,Mumbai,Retail Store,Net Banking,3,97288,12,291864,35023.68,256840.32,172775.99,84064.33
518029,13-01-2023,12:28:00,25353,Printer,Electronics,South,Chennai,Retail Store,UPI,1,24432,21,24432,5130.72,19301.28,16105.58,3195.7
518030,13-01-2023,12:29:00,66397,Printer,Furniture,South,Bangalore,Retail Store,Cash,6,40761,4,244566,9782.64,234783.36,141646.86,93136.5
518031,13-01-2023,12:30:00,23283,Smartphone,Electronics,East,Chennai,Distributor,Cash,6,94961,30,569766,170929.8,398836.2,245640.59,153195.61
518032,13-01-2023,12:31:00,21923,Laptop,Office Equipment,North,Delhi,Retail Store,Credit Card,3,58542,33,175626,57956.58,117669.42,78870.43,38798.99
518033,13-01-2023,12:32:00,40229,Smartphone,Accessories,North,Mumbai,Retail Store,Debit Card,2,65241,28,130482,36534.96,93947.04,79545.86,14401.18
518034,13-01-2023,12:33:00,68658,Keyboard,Accessories,North,Bangalore,Online,Credit Card,9,79000,15,711000,106650,604350,397277.75,207072.25
518035,13-01-2023,12:34:00,59316,Tablet,Electronics,North,Chennai,Distributor,Credit Card,13,79401,31,1032213,319986.03,712226.97,433504.07,278722.9
518036,13-01-2023,12:35:00,92338,Tablet,Furniture,West,Indore,Online,UPI,3,98037,31,294111,91174.41,202936.59,169033.09,33903.5
518037,13-01-2023,12:36:00,69780,Keyboard,Accessories,South,Indore,Distributor,Credit Card,10,11555,2,115550,2311,113239,85469.9,27769.1
518038,13-01-2023,12:37:00,68590,Camera,Office Equipment,East,Bangalore,Retail Store,Cash,5,70248,11,351240,38636.4,312603.6,228255.82,84347.78
518039,13-01-2023,12:38:00,66590,Headphones,Office Equipment,North,Bangalore,Distributor,Cash,1,116391,25,116391,29097.75,87293.25,48511.02,38782.23
518040,13-01-2023,12:39:00,57541,Tablet,Electronics,West,Delhi,Online,Cash,9,102161,21,919449,193084.29,726364.71,453338.45,273026.26
518041,13-01-2023,12:40:00,75197,Printer,Accessories,West,Mumbai,Retail Store,Credit Card,4,14770,33,59080,19496.4,39583.6,26207.33,13376.27
518042,13-01-2023,12:41:00,33196,Smartphone,Office Equipment,North,Jaipur,Retail Store,Credit Card,12,76891,24,922692,221446.08,701245.92,388759.49,312486.43
518043,13-01-2023,12:42:00,69958,Keyboard,Electronics,West,Delhi,Distributor,Debit Card,2,64908,32,129816,41541.12,88274.88,63410.21,24864.67
518044,13-01-2023,12:43:00,65640,Headphones,Office Equipment,South,Pune,Online,UPI,13,76554,2,995202,19904.04,975297.96,779060.45,196237.51
518045,13-01-2023,12:44:00,80841,Monitor,Furniture,East,Bangalore,Distributor,Debit Card,11,60488,23,665368,153034.64,512333.36,415448.31,96885.05
518046,13-01-2023,12:45:00,18002,Keyboard,Office Equipment,West,Delhi,Retail Store,Debit Card,10,104353,33,1043530,344364.9,699165.1,388734.28,310430.82
518047,13-01-2023,12:46:00,87565,Monitor,Accessories,West,Jaipur,Online,Debit Card,11,97417,16,1071587,171453.92,900133.08,682079.25,218053.83
518048,13-01-2023,12:47:00,64149,Office Chair,Accessories,East,Indore,Online,Debit Card,2,101045,9,202090,18188.1,183901.9,147970.06,35931.84
518049,13-01-2023,12:48:00,55036,Headphones,Electronics,West,Indore,Online,Credit Card,14,50737,11,710318,78134.98,632183.02,476464.47,155718.55
518050,13-01-2023,12:49:00,13232,Smartphone,Furniture,East,Kolkata,Distributor,Credit Card,8,80899,16,647192,103550.72,543641.28,330370.45,213270.83
518051,13-01-2023,12:50:00,54228,Headphones,Furniture,West,Mumbai,Online,Net Banking,9,66504,34,598536,203502.24,395033.76,219628.04,175405.72
518052,13-01-2023,12:51:00,57600,Printer,Office Equipment,West,Mumbai,Retail Store,Debit Card,13,94900,15,1233700,185055,1048645,747410,301235
518053,13-01-2023,12:52:00,22441,Office Chair,Accessories,South,Kolkata,Online,Debit Card,8,59369,23,474952,109238.96,365713.04,288328.33,77384.71
518054,13-01-2023,12:53:00,91613,Smartphone,Office Equipment,North,Chennai,Online,Debit Card,2,78104,8,156208,12496.64,143711.36,79091.62,64619.74
518055,13-01-2023,12:54:00,39347,Keyboard,Electronics,West,Delhi,Online,Debit Card,11,18610,25,204710,51177.5,153532.5,91096.7,62435.8
518056,13-01-2023,12:55:00,53612,Keyboard,Electronics,South,Indore,Retail Store,UPI,13,54101,18,703313,126596.34,576716.66,353297.15,223419.51
518057,13-01-2023,12:56:00,38737,Headphones,Office Equipment,South,Delhi,Online,UPI,3,80702,9,242106,21789.54,220316.46,132935.21,87381.25
518058,13-01-2023,12:57:00,63896,Camera,Accessories,North,Pune,Distributor,UPI,4,73727,34,294908,100268.72,194639.28,113869.71,80769.57
518059,13-01-2023,12:58:00,43689,Camera,Office Equipment,West,Kolkata,Online,Cash,9,32290,19,290610,55215.9,235394.1,193343.17,42050.93
518060,13-01-2023,12:59:00,90393,Keyboard,Accessories,West,Jaipur,Distributor,Cash,12,30055,27,360660,97378.2,263281.8,167480.7,95801.1
518061,13-01-2023,13:00:00,85928,Tablet,Accessories,South,Kolkata,Retail Store,UPI,4,6032,15,24128,3619.2,20508.8,16257.51,4251.29
518062,13-01-2023,13:01:00,88436,Keyboard,Electronics,West,Mumbai,Online,Cash,9,17496,27,157464,42515.28,114948.72,85249.28,29699.44
518063,13-01-2023,13:02:00,10763,Office Chair,Office Equipment,South,Indore,Online,Cash,5,103499,14,517495,72449.3,445045.7,313885.78,131159.92
518064,13-01-2023,13:03:00,16005,Smartphone,Furniture,North,Delhi,Distributor,UPI,3,50714,0,152142,0,152142,113446.26,38695.74
518065,13-01-2023,13:04:00,42899,Printer,Accessories,East,Jaipur,Online,Credit Card,3,103013,5,309039,15451.95,293587.05,189874.18,103712.87
518066,13-01-2023,13:05:00,51668,Laptop,Electronics,East,Pune,Distributor,Credit Card,8,110539,9,884312,79588.08,804723.92,544541.77,260182.15
518067,13-01-2023,13:06:00,19766,Office Chair,Accessories,North,Jaipur,Retail Store,Debit Card,2,36695,29,73390,21283.1,52106.9,31024.79,21082.11
518068,13-01-2023,13:07:00,14475,Laptop,Accessories,South,Indore,Online,Net Banking,9,108630,31,977670,303077.7,674592.3,422568.31,252023.99
518069,13-01-2023,13:08:00,21235,Headphones,Furniture,South,Pune,Online,UPI,3,44501,15,133503,20025.45,113477.55,74997.7,38479.85
518070,13-01-2023,13:09:00,17779,Desk,Furniture,South,Bangalore,Online,UPI,4,119880,15,479520,71928,407592,333441.91,74150.09
518071,13-01-2023,13:10:00,92413,Desk,Furniture,West,Chennai,Retail Store,Cash,7,102523,5,717661,35883.05,681777.95,532794.94,148983.01
518072,13-01-2023,13:11:00,43191,Camera,Office Equipment,East,Delhi,Retail Store,Cash,7,105913,3,741391,22241.73,719149.27,496196.09,222953.18
518073,13-01-2023,13:12:00,16219,Camera,Electronics,West,Indore,Distributor,UPI,8,74553,17,596424,101392.08,495031.92,351869.06,143162.86
518074,13-01-2023,13:13:00,55549,Tablet,Accessories,South,Pune,Distributor,Net Banking,3,64351,19,193053,36680.07,156372.93,109970.95,46401.98
518075,13-01-2023,13:14:00,42668,Camera,Electronics,North,Bangalore,Online,UPI,3,30298,25,90894,22723.5,68170.5,55538.66,12631.84
518076,13-01-2023,13:15:00,70278,Camera,Electronics,East,Pune,Retail Store,UPI,10,31923,4,319230,12769.2,306460.8,213900.1,92560.7
518077,13-01-2023,13:16:00,58556,Headphones,Accessories,South,Chennai,Retail Store,Cash,4,82965,10,331860,33186,298674,205396.24,93277.76
518078,13-01-2023,13:17:00,85413,Smartphone,Office Equipment,East,Bangalore,Distributor,Net Banking,10,112093,2,1120930,22418.6,1098511.4,824955.7,273555.7
518079,13-01-2023,13:18:00,20278,Camera,Office Equipment,West,Kolkata,Online,Net Banking,3,118213,2,354639,7092.78,347546.22,242390.26,105155.96
518080,13-01-2023,13:19:00,48441,Printer,Accessories,East,Delhi,Distributor,UPI,12,66790,13,801480,104192.4,697287.6,582698.36,114589.24
518081,13-01-2023,13:20:00,23590,Keyboard,Accessories,North,Delhi,Retail Store,Net Banking,13,76894,30,999622,299886.6,699735.4,570151.4,129584
518082,13-01-2023,13:21:00,13331,Tablet,Electronics,West,Chennai,Distributor,Cash,5,62202,4,311010,12440.4,298569.6,253662.87,44906.73
518083,13-01-2023,13:22:00,75714,Keyboard,Electronics,North,Chennai,Retail Store,Debit Card,11,84412,2,928532,18570.64,909961.36,719403.68,190557.68
518084,13-01-2023,13:23:00,84021,Printer,Electronics,North,Delhi,Retail Store,Net Banking,14,87039,13,1218546,158410.98,1060135.02,893655.44,166479.58
518085,13-01-2023,13:24:00,96992,Camera,Office Equipment,South,Chennai,Distributor,UPI,3,105822,33,317466,104763.78,212702.22,166403.2,46299.02
518086,13-01-2023,13:25:00,62074,Desk,Furniture,North,Indore,Online,Debit Card,7,28964,0,202748,0,202748,161850.34,40897.66
518087,13-01-2023,13:26:00,20700,Tablet,Accessories,South,Chennai,Retail Store,Net Banking,14,116191,6,1626674,97600.44,1529073.56,1185306.86,343766.7
518088,13-01-2023,13:27:00,22219,Camera,Furniture,West,Delhi,Retail Store,Cash,13,26910,1,349830,3498.3,346331.7,228627.29,117704.41
518089,13-01-2023,13:28:00,55234,Printer,Office Equipment,South,Mumbai,Distributor,Net Banking,5,95708,25,478540,119635,358905,240234.94,118670.06
518090,13-01-2023,13:29:00,62679,Laptop,Furniture,North,Delhi,Online,Credit Card,5,117967,13,589835,76678.55,513156.45,346655.74,166500.71
518091,13-01-2023,13:30:00,69176,Headphones,Accessories,West,Jaipur,Distributor,Cash,3,85589,2,256767,5135.34,251631.66,172888.85,78742.81
518092,13-01-2023,13:31:00,81949,Headphones,Electronics,East,Kolkata,Distributor,Net Banking,4,15268,2,61072,1221.44,59850.56,49073.08,10777.48
518093,13-01-2023,13:32:00,75395,Desk,Electronics,South,Delhi,Retail Store,Credit Card,9,45089,10,405801,40580.1,365220.9,219156.8,146064.1
518094,13-01-2023,13:33:00,77693,Printer,Office Equipment,North,Bangalore,Online,UPI,2,79261,30,158522,47556.6,110965.4,80092.3,30873.1
518095,13-01-2023,13:34:00,73217,Headphones,Office Equipment,North,Mumbai,Retail Store,Net Banking,1,62922,28,62922,17618.16,45303.84,32259.68,13044.16
518096,13-01-2023,13:35:00,16830,Camera,Office Equipment,East,Pune,Online,Credit Card,9,24801,24,223209,53570.16,169638.84,100574.87,69063.97
518097,13-01-2023,13:36:00,63263,Printer,Furniture,South,Jaipur,Online,Cash,1,62003,10,62003,6200.3,55802.7,33866.63,21936.07
518098,13-01-2023,13:37:00,77970,Smartphone,Accessories,North,Jaipur,Online,Debit Card,3,54485,2,163455,3269.1,160185.9,102398.45,57787.45
518099,13-01-2023,13:38:00,65059,Smartphone,Accessories,North,Mumbai,Distributor,Net Banking,13,118354,0,1538602,0,1538602,1254422.03,284179.97
518100,13-01-2023,13:39:00,97933,Printer,Electronics,East,Delhi,Distributor,Cash,9,88768,12,798912,95869.44,703042.56,451847.74,251194.82
518101,13-01-2023,13:40:00,87125,Tablet,Electronics,East,Jaipur,Online,Credit Card,2,26245,25,52490,13122.5,39367.5,22672.68,16694.82
518102,13-01-2023,13:41:00,82915,Headphones,Office Equipment,North,Chennai,Online,Net Banking,12,16913,28,202956,56827.68,146128.32,95876.39,50251.93
518103,13-01-2023,13:42:00,91522,Laptop,Accessories,South,Indore,Online,Debit Card,13,76146,0,989898,0,989898,658129.03,331768.97
518104,13-01-2023,13:43:00,55768,Monitor,Office Equipment,East,Delhi,Retail Store,Credit Card,1,79169,17,79169,13458.73,65710.27,42188.86,23521.41
518105,13-01-2023,13:44:00,84026,Camera,Electronics,East,Indore,Online,Cash,10,66969,0,669690,0,669690,517584.89,152105.11
518106,13-01-2023,13:45:00,86253,Headphones,Office Equipment,North,Mumbai,Distributor,UPI,1,109055,34,109055,37078.7,71976.3,41697.89,30278.41
518107,13-01-2023,13:46:00,56785,Laptop,Office Equipment,West,Delhi,Online,Net Banking,8,27443,14,219544,30736.16,188807.84,149457.12,39350.72
518108,13-01-2023,13:47:00,53070,Monitor,Electronics,East,Delhi,Distributor,Cash,10,86474,1,864740,8647.4,856092.6,681510.65,174581.95
518109,13-01-2023,13:48:00,63749,Headphones,Office Equipment,South,Jaipur,Distributor,Cash,2,107555,19,215110,40870.9,174239.1,102008.11,72230.99
518110,13-01-2023,13:49:00,81672,Office Chair,Furniture,North,Pune,Retail Store,Cash,1,31191,19,31191,5926.29,25264.71,18068.86,7195.85
518111,13-01-2023,13:50:00,15500,Keyboard,Accessories,North,Jaipur,Distributor,Debit Card,14,119378,5,1671292,83564.6,1587727.4,1026812.07,560915.33
518112,13-01-2023,13:51:00,28311,Monitor,Electronics,West,Kolkata,Distributor,Credit Card,14,54788,28,767032,214768.96,552263.04,375824.98,176438.06
518113,13-01-2023,13:52:00,78905,Laptop,Office Equipment,North,Indore,Distributor,Cash,7,51912,28,363384,101747.52,261636.48,160627.86,101008.62
518114,13-01-2023,13:53:00,81502,Tablet,Furniture,North,Mumbai,Retail Store,Credit Card,7,43999,33,307993,101637.69,206355.31,152624.57,53730.74
518115,13-01-2023,13:54:00,22096,Office Chair,Office Equipment,West,Pune,Distributor,Credit Card,9,30787,11,277083,30479.13,246603.87,152846.38,93757.49
518116,13-01-2023,13:55:00,98698,Keyboard,Electronics,South,Kolkata,Distributor,UPI,1,103478,25,103478,25869.5,77608.5,58424.62,19183.88
518117,13-01-2023,13:56:00,24276,Camera,Furniture,West,Bangalore,Retail Store,Cash,10,82057,28,820570,229759.6,590810.4,421452.08,169358.32
518118,13-01-2023,13:57:00,94156,Monitor,Furniture,South,Bangalore,Distributor,Net Banking,11,14222,1,156442,1564.42,154877.58,117239.09,37638.49
518119,13-01-2023,13:58:00,38105,Desk,Furniture,South,Kolkata,Retail Store,UPI,2,41152,26,82304,21399.04,60904.96,48352.14,12552.82
518120,13-01-2023,13:59:00,54287,Laptop,Office Equipment,West,Mumbai,Distributor,Debit Card,13,104826,32,1362738,436076.16,926661.84,629111.09,297550.75
518121,13-01-2023,14:00:00,49730,Tablet,Electronics,North,Chennai,Online,Cash,1,41431,6,41431,2485.86,38945.14,26729.22,12215.92
518122,13-01-2023,14:01:00,32352,Camera,Accessories,West,Kolkata,Retail Store,Debit Card,2,87828,16,175656,28104.96,147551.04,97819.58,49731.46
518123,13-01-2023,14:02:00,96126,Headphones,Electronics,North,Delhi,Distributor,Credit Card,8,35367,31,282936,87710.16,195225.84,109027.34,86198.5
518124,13-01-2023,14:03:00,13109,Monitor,Electronics,North,Bangalore,Distributor,Debit Card,3,44100,30,132300,39690,92610,57454.05,35155.95
518125,13-01-2023,14:04:00,80704,Desk,Electronics,East,Pune,Distributor,Cash,4,118391,24,473564,113655.36,359908.64,207424.55,152484.09
518126,13-01-2023,14:05:00,82573,Headphones,Furniture,West,Pune,Retail Store,UPI,7,93979,0,657853,0,657853,387124.4,270728.6
518127,13-01-2023,14:06:00,94594,Smartphone,Office Equipment,East,Mumbai,Distributor,UPI,4,84309,13,337236,43840.68,293395.32,213662.87,79732.45
518128,13-01-2023,14:07:00,35630,Headphones,Accessories,South,Jaipur,Retail Store,Cash,4,65563,17,262252,44582.84,217669.16,156934.82,60734.34
518129,13-01-2023,14:08:00,15313,Tablet,Office Equipment,South,Delhi,Distributor,Net Banking,3,107511,21,322533,67731.93,254801.07,202776.46,52024.61
518130,13-01-2023,14:09:00,89496,Office Chair,Office Equipment,North,Kolkata,Distributor,UPI,11,113834,18,1252174,225391.32,1026782.68,680522.78,346259.9
518131,13-01-2023,14:10:00,46057,Headphones,Furniture,South,Kolkata,Online,Cash,13,96230,34,1250990,425336.6,825653.4,639336.85,186316.55
518132,13-01-2023,14:11:00,30989,Camera,Furniture,East,Delhi,Retail Store,Cash,10,86909,11,869090,95599.9,773490.1,607091.52,166398.58
518133,13-01-2023,14:12:00,53123,Headphones,Electronics,South,Bangalore,Online,Credit Card,9,24214,34,217926,74094.84,143831.16,87097.85,56733.31
518134,13-01-2023,14:13:00,13933,Laptop,Office Equipment,East,Delhi,Online,UPI,10,13172,27,131720,35564.4,96155.6,64501.09,31654.51
518135,13-01-2023,14:14:00,48498,Tablet,Office Equipment,East,Indore,Online,Credit Card,6,55160,22,330960,72811.2,258148.8,186028.2,72120.6
518136,13-01-2023,14:15:00,93852,Camera,Furniture,North,Kolkata,Retail Store,UPI,14,69411,26,971754,252656.04,719097.96,483875.68,235222.28
518137,13-01-2023,14:16:00,86338,Camera,Electronics,East,Delhi,Retail Store,UPI,4,95461,2,381844,7636.88,374207.12,237214.06,136993.06
518138,13-01-2023,14:17:00,79449,Laptop,Accessories,South,Pune,Retail Store,Cash,5,75677,28,378385,105947.8,272437.2,227438.47,44998.73
518139,13-01-2023,14:18:00,56382,Smartphone,Electronics,South,Chennai,Distributor,Credit Card,8,44467,21,355736,74704.56,281031.44,213423.13,67608.31
518140,13-01-2023,14:19:00,71747,Printer,Electronics,North,Chennai,Online,Credit Card,2,113440,16,226880,36300.8,190579.2,156560.8,34018.4
518141,13-01-2023,14:20:00,25518,Printer,Electronics,East,Kolkata,Online,Net Banking,6,41602,11,249612,27457.32,222154.68,185198.92,36955.76
518142,13-01-2023,14:21:00,29475,Smartphone,Electronics,East,Indore,Distributor,UPI,12,87982,32,1055784,337850.88,717933.12,600179.37,117753.75
518143,13-01-2023,14:22:00,13406,Smartphone,Accessories,East,Mumbai,Distributor,UPI,10,35047,16,350470,56075.2,294394.8,200327.03,94067.77
518144,13-01-2023,14:23:00,76376,Headphones,Furniture,South,Jaipur,Distributor,Net Banking,11,100531,24,1105841,265401.84,840439.16,611930.79,228508.37
518145,13-01-2023,14:24:00,16724,Laptop,Furniture,West,Chennai,Distributor,Credit Card,2,29047,19,58094,11037.86,47056.14,33541.43,13514.71
518146,13-01-2023,14:25:00,51812,Laptop,Electronics,South,Bangalore,Online,Net Banking,3,47416,5,142248,7112.4,135135.6,91143.08,43992.52
518147,13-01-2023,14:26:00,14626,Monitor,Furniture,South,Jaipur,Online,Cash,5,19361,3,96805,2904.15,93900.85,51837.04,42063.81
518148,13-01-2023,14:27:00,26720,Keyboard,Office Equipment,North,Mumbai,Retail Store,UPI,5,111438,32,557190,178300.8,378889.2,302793.18,76096.02
518149,13-01-2023,14:28:00,21594,Desk,Accessories,North,Bangalore,Retail Store,UPI,6,118054,21,708324,148748.04,559575.96,473836.67,85739.29
518150,13-01-2023,14:29:00,21267,Laptop,Furniture,North,Mumbai,Online,Cash,10,72408,23,724080,166538.4,557541.6,353660.73,203880.87
518151,13-01-2023,14:30:00,22589,Tablet,Electronics,South,Pune,Online,Credit Card,6,83727,15,502362,75354.3,427007.7,360691.47,66316.23
518152,13-01-2023,14:31:00,94122,Printer,Furniture,North,Indore,Distributor,Credit Card,14,80616,22,1128624,248297.28,880326.72,625717.2,254609.52
518153,13-01-2023,14:32:00,13047,Office Chair,Accessories,East,Jaipur,Retail Store,Net Banking,2,19526,15,39052,5857.8,33194.2,22968.64,10225.56
518154,13-01-2023,14:33:00,88025,Headphones,Electronics,East,Jaipur,Distributor,Net Banking,14,46373,28,649222,181782.16,467439.84,336372.81,131067.03
518155,13-01-2023,14:34:00,28323,Laptop,Electronics,South,Kolkata,Retail Store,Cash,5,9278,0,46390,0,46390,37309.27,9080.73
518156,13-01-2023,14:35:00,93383,Desk,Accessories,East,Delhi,Retail Store,Debit Card,5,33020,29,165100,47879,117221,86678.51,30542.49
518157,13-01-2023,14:36:00,20739,Office Chair,Accessories,South,Mumbai,Distributor,Credit Card,10,115358,16,1153580,184572.8,969007.2,691307.79,277699.41
518158,13-01-2023,14:37:00,81384,Laptop,Furniture,North,Pune,Retail Store,Net Banking,11,119450,33,1313950,433603.5,880346.5,553772.02,326574.48
518159,13-01-2023,14:38:00,40784,Monitor,Accessories,South,Mumbai,Retail Store,Credit Card,13,77427,6,1006551,60393.06,946157.94,578490.84,367667.1
518160,13-01-2023,14:39:00,83291,Desk,Office Equipment,West,Bangalore,Retail Store,Credit Card,6,22787,8,136722,10937.76,125784.24,86138.11,39646.13
518161,13-01-2023,14:40:00,81698,Printer,Accessories,North,Indore,Retail Store,UPI,2,108986,7,217972,15258.04,202713.96,136304.77,66409.19
518162,13-01-2023,14:41:00,66278,Printer,Accessories,West,Indore,Retail Store,UPI,2,40316,32,80632,25802.24,54829.76,38771.64,16058.12
518163,13-01-2023,14:42:00,14923,Camera,Office Equipment,East,Bangalore,Retail Store,Credit Card,7,71154,34,498078,169346.52,328731.48,231555.4,97176.08
518164,13-01-2023,14:43:00,74786,Printer,Accessories,South,Delhi,Retail Store,UPI,12,64399,10,772788,77278.8,695509.2,564473.19,131036.01
518165,13-01-2023,14:44:00,43057,Monitor,Accessories,South,Bangalore,Retail Store,Net Banking,13,118763,23,1543919,355101.37,1188817.63,983944.89,204872.74
518166,13-01-2023,14:45:00,85004,Laptop,Office Equipment,East,Chennai,Retail Store,Net Banking,3,21280,7,63840,4468.8,59371.2,48457.42,10913.78
518167,13-01-2023,14:46:00,91120,Laptop,Furniture,North,Pune,Distributor,UPI,3,39756,2,119268,2385.36,116882.64,95890.16,20992.48
518168,13-01-2023,14:47:00,98265,Desk,Accessories,South,Kolkata,Online,Cash,14,80407,31,1125698,348966.38,776731.62,657787.84,118943.78
518169,13-01-2023,14:48:00,52998,Desk,Furniture,South,Mumbai,Online,Debit Card,11,15304,23,168344,38719.12,129624.88,98059.95,31564.93
518170,13-01-2023,14:49:00,13936,Headphones,Office Equipment,South,Delhi,Distributor,Cash,1,104749,8,104749,8379.92,96369.08,67897.53,28471.55
518171,13-01-2023,14:50:00,67268,Smartphone,Electronics,East,Bangalore,Online,UPI,1,98031,13,98031,12744.03,85286.97,54355.78,30931.19
518172,13-01-2023,14:51:00,50552,Camera,Furniture,South,Mumbai,Retail Store,UPI,11,111743,1,1229173,12291.73,1216881.27,982626.33,234254.94
518173,13-01-2023,14:52:00,91955,Desk,Electronics,West,Indore,Online,Debit Card,5,39671,28,198355,55539.4,142815.6,93535.18,49280.42
518174,13-01-2023,14:53:00,98840,Laptop,Electronics,East,Chennai,Online,Credit Card,13,105383,2,1369979,27399.58,1342579.42,936346.53,406232.89
518175,13-01-2023,14:54:00,62488,Laptop,Electronics,East,Kolkata,Distributor,Net Banking,3,73083,33,219249,72352.17,146896.83,113249.93,33646.9
518176,13-01-2023,14:55:00,35399,Headphones,Furniture,South,Indore,Online,Debit Card,2,52874,4,105748,4229.92,101518.08,71724.78,29793.3
518177,13-01-2023,14:56:00,34037,Smartphone,Furniture,East,Indore,Distributor,Net Banking,6,15619,27,93714,25302.78,68411.22,47759.96,20651.26
518178,13-01-2023,14:57:00,35237,Laptop,Office Equipment,South,Jaipur,Retail Store,Net Banking,5,116376,32,581880,186201.6,395678.4,252870.9,142807.5
518179,13-01-2023,14:58:00,21063,Tablet,Electronics,East,Pune,Online,Credit Card,14,10494,4,146916,5876.64,141039.36,99503.25,41536.11
518180,13-01-2023,14:59:00,51174,Office Chair,Office Equipment,East,Delhi,Retail Store,Debit Card,9,26791,13,241119,31345.47,209773.53,151503.95,58269.58
518181,13-01-2023,15:00:00,61749,Office Chair,Office Equipment,South,Pune,Retail Store,Credit Card,6,82582,1,495492,4954.92,490537.08,359785.29,130751.79
518182,13-01-2023,15:01:00,65131,Laptop,Electronics,West,Jaipur,Distributor,Debit Card,8,72302,9,578416,52057.44,526358.56,363000.46,163358.1
518183,13-01-2023,15:02:00,44117,Laptop,Office Equipment,West,Indore,Distributor,Net Banking,14,87057,10,1218798,121879.8,1096918.2,616855.15,480063.05
518184,13-01-2023,15:03:00,55911,Desk,Furniture,North,Pune,Online,Credit Card,10,18439,33,184390,60848.7,123541.3,80346.97,43194.33
518185,13-01-2023,15:04:00,20796,Camera,Electronics,East,Chennai,Online,Credit Card,6,21517,33,129102,42603.66,86498.34,63552.71,22945.63
518186,13-01-2023,15:05:00,33135,Laptop,Electronics,West,Mumbai,Distributor,Net Banking,10,45503,25,455030,113757.5,341272.5,257473.73,83798.77
518187,13-01-2023,15:06:00,49332,Smartphone,Electronics,West,Bangalore,Retail Store,Debit Card,14,14666,26,205324,53384.24,151939.76,103369.91,48569.85
518188,13-01-2023,15:07:00,60206,Office Chair,Office Equipment,North,Pune,Distributor,Debit Card,8,39063,3,312504,9375.12,303128.88,245026.19,58102.69
518189,13-01-2023,15:08:00,55187,Smartphone,Electronics,South,Kolkata,Distributor,Cash,4,116365,32,465460,148947.2,316512.8,229169.3,87343.5
518190,13-01-2023,15:09:00,98589,Camera,Accessories,East,Mumbai,Retail Store,Cash,10,106448,8,1064480,85158.4,979321.6,769293.53,210028.07
518191,13-01-2023,15:10:00,30616,Headphones,Accessories,North,Bangalore,Distributor,Debit Card,5,54721,20,273605,54721,218884,182550.72,36333.28
518192,13-01-2023,15:11:00,47110,Tablet,Office Equipment,West,Jaipur,Distributor,UPI,11,35939,20,395329,79065.8,316263.2,261449.23,54813.97
518193,13-01-2023,15:12:00,53513,Printer,Electronics,North,Bangalore,Retail Store,Debit Card,5,85165,11,425825,46840.75,378984.25,210716.76,168267.49
518194,13-01-2023,15:13:00,88645,Tablet,Accessories,North,Delhi,Retail Store,Cash,14,104729,31,1466206,454523.86,1011682.14,722807.5,288874.64
